"championId","championname","role1","role2","championLevel","attack","defense","magic","difficulty","hp","mp","mpperlevel","movespeed","armor","spellblock","attackrange","hpregen","mpregen","crit","attackdamage","attackspeed","summoners_playing","total_championpoints"
"4","TwistedFate","Mage","n/a",1,6,2,6,9,534,333,19,335,21,30,525,5.5,8,0,52,0.651,711,558632
"54","Malphite","Tank","Fighter",1,5,9,7,2,574.2,282.2,40,335,37,32.1,125,7,7.324,0,61.97,0.736,698,558054
"5","XinZhao","Fighter","Assassin",1,8,6,3,2,570,273.8,35,345,35,32.1,175,8,7.256,0,66,0.645,711,550690
"777","Yone","Assassin","Fighter",1,8,4,4,8,550,500,0,345,28,32,175,7.5,0,0,60,0.625,692,550352
"91","Talon","Assassin","n/a",1,9,3,1,7,588,377.2,37,335,30,39,125,8.5,7.6,0,68,0.625,712,549729
"234",NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,725,544168
"41","Gangplank","Fighter","n/a",1,7,6,4,9,540,282,40,345,35,32.1,125,6,7.5,0,64,0.658,703,543326
"203","Kindred","Marksman","Marksman",1,8,2,2,4,540,300,35,325,29,30,500,7,7,0,65,0.625,688,542750
"79","Gragas","Fighter","Mage",1,4,7,6,5,600,400,47,330,35,32.1,125,5.5,6,0,64,0.675,715,542221
"60","Elise","Mage","Fighter",1,6,5,7,9,534,324,50,330,27,30,550,5.5,6,0,55,0.625,707,542172
"429","Kalista","Marksman","Marksman",1,8,2,4,7,534,250,45,325,21,30,525,3.75,6.3,0,69,0.694,725,542133
"200",NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,539526
"126","Jayce","Fighter","Marksman",1,8,4,3,7,560,375,45,335,27,30,125,6,6,0,54,0.658,707,539078
"432","Bard","Support","Mage",1,4,4,5,9,560,350,50,330,34,30,500,5.5,6,0,52,0.625,745,535633
"84","Akali","Assassin","n/a",1,5,3,8,7,575,200,0,345,23,37,125,8,50,0,62.4,0.625,681,534023
"24","Jax","Fighter","Assassin",1,7,5,7,5,592.8,338.8,32,350,36,32.1,125,8.5,7.576,0,68,0.638,683,530610
"8","Vladimir","Mage","n/a",1,2,6,8,7,537,2,0,330,23,30,450,7,0,0,55,0.658,713,530004
"96","KogMaw","Marksman","Mage",1,8,2,5,6,565,325,40,330,24,30,500,3.75,8.75,0,61,0.665,653,528694
"107","Rengar","Assassin","Fighter",1,7,4,2,8,585,4,0,345,34,32.1,125,7,0,0,68,0.667,696,526876
"12","Alistar","Tank","Support",1,6,9,5,7,600,350,40,330,44,32.1,125,8.5,8.5,0,62,0.625,670,525659
"99","Lux","Mage","Support",1,2,4,9,5,490,480,23.5,330,18.72,30,550,5.5,8,0,53.54,0.669,646,525391
"101","Xerath","Mage","n/a",1,1,3,10,8,526,459,22,340,21.88,30,525,5.5,8,0,54.7,0.625,655,521037
"112","Viktor","Mage","n/a",1,2,4,10,9,530,405,25,335,23,30,525,8,8,0,53,0.658,675,520210
"114","Fiora","Fighter","Assassin",1,10,4,2,3,550,300,40,345,33,32.1,150,8.5,8,0,68,0.69,675,517086
"238","Zed","Assassin","n/a",1,9,2,1,7,584,200,0,345,32,32.1,125,7,50,0,63,0.651,666,516720
"29","Twitch","Marksman","Assassin",1,9,2,3,6,612,287.2,40,330,27,30,550,3.75,7.256,0,59,0.679,627,503395
"412","Thresh","Support","Fighter",1,5,6,6,7,560.52,273.92,44,335,28,30,450,7,6,0,56,0.625,650,497773
"61","Orianna","Mage","Support",1,4,3,9,7,530,418,25,325,17.04,26,525,7,8,0,40.368,0.658,622,487192
"18","Tristana","Marksman","Assassin",1,9,3,5,4,559,250,32,325,26,30,525,3.75,7.2,0,61,0.656,605,480440
"38","Kassadin","Assassin","Mage",1,3,5,8,8,576,397.6,67,335,19,30,150,6,6,0,58.852,0.64,614,478000
"222","Jinx","Marksman","Marksman",1,9,2,4,6,610,245,45,325,28,30,525,3.75,6.7,0,57,0.625,596,474373
"134","Syndra","Mage","Support",1,2,3,9,8,523,480,40,330,24.712,30,550,6.5,8,0,53.872,0.625,625,474105
"235","Senna","Marksman","Mage",1,7,2,6,7,520,350,45,330,28,30,600,3.5,11.5,0,50,0.625,597,473531
"120","Hecarim","Fighter","Tank",1,8,6,4,6,580,277.2,40,345,36,32.1,175,7,6.5,0,66,0.67,626,470620
"141","Kayn","Fighter","Assassin",1,10,6,1,8,585,410,50,340,38,32.1,175,8,11.5,0,68,0.669,600,463679
"131","Diana","Fighter","Mage",1,7,6,8,4,570,375,25,345,31,32.1,150,7.5,8,0,57,0.625,613,463542
"51","Caitlyn","Marksman","Marksman",1,8,2,2,6,510,313.7,35,330,28,30,650,3.5,7.4,0,64,0.681,580,462114
"22","Ashe","Marksman","Mage",1,7,3,2,4,570,280,32,325,26,30,600,3.5,6.972,0,61,0.658,570,461526
"164","Camille","Fighter","Tank",1,8,6,3,4,575.6,338.8,32,340,35,32.1,125,8.5,8.15,0,68,0.644,618,447071
"67","Vayne","Marksman","Assassin",1,10,1,1,8,515,231.8,35,330,23,30,550,3.5,6.972,0,60,0.658,531,446960
"202","Jhin","Marksman","Mage",1,10,2,6,6,585,300,50,330,24,30,550,3.75,6,0,59,0.625,542,444693
"64","LeeSin","Fighter","Assassin",1,8,5,3,6,575,200,0,345,33,32.1,125,7.5,50,0,70,0.651,536,442432
"53","Blitzcrank","Tank","Fighter",1,4,8,5,4,582.6,267.2,40,325,37,32.1,125,8.5,8.5,0,61.54,0.625,582,442100
"517","Sylas","Mage","Assassin",1,3,4,8,5,525,280,50,340,27,32,175,9,7,0,61,0.645,577,441523
"245","Ekko","Assassin","Fighter",1,5,3,7,8,585,280,50,340,32,32,125,9,7,0,58,0.688,572,440763
"121","Khazix","Assassin","n/a",1,9,4,3,6,572.8,327.2,40,350,36,32.1,125,7.5,7.59,0,63,0.668,575,426252
"39","Irelia","Fighter","Assassin",1,7,4,5,5,580,350,30,335,36,32,200,8.5,8,0,63,0.656,548,405327
"104","Graves","Marksman","Marksman",1,8,5,3,3,555,325,40,340,33,32,425,8,8,0,68,0.475,481,403126
"145","Kaisa","Marksman","Marksman",1,8,5,3,6,600,344.88,38,335,28,30,525,3.5,8.2,0,59,0.644,481,385318
"157","Yasuo","Fighter","Assassin",1,8,4,4,10,490,100,0,345,30,32,175,6.5,0,0,60,0.697,486,374759
"236","Lucian","Marksman","Marksman",1,8,5,3,6,571,348.88,38,335,28,30,500,3.75,8.176,0,64,0.638,445,369465
"895",NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,361764
"81","Ezreal","Marksman","Mage",1,7,2,6,7,530,375,50,325,22,30,550,4,8.5,0,60,0.625,370,317073
"200",NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,239986
"895",NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,216888
"895",NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,152541
"895",NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,26341
